"","gene_id","gene_type","gene_short_name"
"37857","ENSMUSG00000076744.3","TR_V_gene","Trgv7"
"37858","ENSMUSG00000076745.5","TR_V_gene","Trgv4"
"37859","ENSMUSG00000076746.4","TR_V_gene","Trgv6"
"37860","ENSMUSG00000076747.4","TR_V_gene","Trgv5"
"37861","ENSMUSG00000104962.2","TR_J_gene","Trgj1"
"37862","ENSMUSG00000076749.3","TR_C_gene","Trgc1"
"37863","ENSMUSG00000076750.7","TR_V_gene","Trgv3"
"37864","ENSMUSG00000104630.2","TR_J_gene","Trgj3"
"37865","ENSMUSG00000091682.3","TR_C_gene","Trgc3"
"37866","ENSMUSG00000076752.3","TR_C_gene","Trgc2"
"37867","ENSMUSG00000105830.2","TR_J_gene","Trgj2"
"37868","ENSMUSG00000076754.3","TR_V_gene","Trgv2"
"37869","ENSMUSG00000076755.3","TR_V_gene","Trgv1"
"37870","ENSMUSG00000098799.2","TR_J_gene","Trgj4"
"37871","ENSMUSG00000076757.10","TR_C_gene","Trgc4"
"37872","ENSMUSG00000003062.14","protein_coding","Stard3nl"
"37873","ENSMUSG00000105848.2","TEC","Gm42683"
"37874","ENSMUSG00000104959.2","processed_pseudogene","Gm18131"
"37875","ENSMUSG00000114189.2","lncRNA","9330199G10Rik"
"37876","ENSMUSG00000113251.2","processed_pseudogene","Gm18363"
"37877","ENSMUSG00000002808.8","protein_coding","Epdr1"
"37878","ENSMUSG00000021319.8","protein_coding","Sfrp4"
"37879","ENSMUSG00000041138.17","protein_coding","Nme8"
"37880","ENSMUSG00000114009.2","TEC","Gm47606"
"37881","ENSMUSG00000047462.10","protein_coding","Gpr141b"
"37882","ENSMUSG00000053101.4","protein_coding","Gpr141"
"37883","ENSMUSG00000113542.2","processed_pseudogene","Gm19154"
"37884","ENSMUSG00000050243.7","processed_pseudogene","Gm5446"
"37885","ENSMUSG00000041112.18","protein_coding","Elmo1"
"37886","ENSMUSG00000113649.2","TEC","Gm47665"
"37887","ENSMUSG00000113313.2","lncRNA","Gm32036"
"37888","ENSMUSG00000113183.2","lncRNA","Gm47664"
"37889","ENSMUSG00000113557.2","TEC","Gm47657"
"37890","ENSMUSG00000113130.2","processed_pseudogene","Gm47721"
"37891","ENSMUSG00000097951.2","processed_pseudogene","Gm7611"
"37892","ENSMUSG00000113168.2","processed_pseudogene","Gm7614"
"37893","ENSMUSG00000021322.9","protein_coding","Aoah"
"37894","ENSMUSG00000114070.2","processed_pseudogene","Gm47727"
"37895","ENSMUSG00002076378.1","snRNA","U1"
"37896","ENSMUSG00000042869.3","protein_coding","Olfr1370"
"37897","ENSMUSG00000060404.4","protein_coding","Olfr1369-ps1"
"37898","ENSMUSG00000071522.4","protein_coding","Olfr263"
"37899","ENSMUSG00000045474.8","protein_coding","Olfr1368"
"37900","ENSMUSG00000113104.2","lncRNA","Gm47806"
"37901","ENSMUSG00000021326.14","protein_coding","Trim27"
"37902","ENSMUSG00000004344.13","protein_coding","Gpx5"
"37903","ENSMUSG00000084414.4","processed_pseudogene","Gm11270"
"37904","ENSMUSG00000004341.9","protein_coding","Gpx6"
"37905","ENSMUSG00000045508.5","protein_coding","Olfr1367"
"37906","ENSMUSG00000118616.2","unprocessed_pseudogene","Gm53020"
"37907","ENSMUSG00000036721.15","protein_coding","Zscan12"
"37908","ENSMUSG00000081191.2","processed_pseudogene","Gm11271"
"37909","ENSMUSG00000021327.20","protein_coding","Zkscan3"
"37910","ENSMUSG00000098790.3","miRNA","Mir6942"
"37911","ENSMUSG00000118467.2","unitary_pseudogene","Gm50481"
"37912","ENSMUSG00000055313.16","protein_coding","Pgbd1"
"37913","ENSMUSG00000085788.2","lncRNA","4930470G03Rik"
"37914","ENSMUSG00000022228.15","protein_coding","Zscan26"
"37915","ENSMUSG00000084590.3","miRNA","Mir1896"
"37916","ENSMUSG00000059395.5","protein_coding","Nkapl"
"37917","ENSMUSG00000114702.3","lncRNA","Gm40828"
"37918","ENSMUSG00000054931.8","protein_coding","Zkscan4"
"37919","ENSMUSG00000088563.3","snRNA","Gm23779"
"37920","ENSMUSG00000078139.4","protein_coding","AK157302"
"37921","ENSMUSG00000079941.2","protein_coding","Cox5b-ps"
"37922","ENSMUSG00000082396.5","transcribed_processed_pseudogene","Zfp389"
"37923","ENSMUSG00000063894.16","protein_coding","Zkscan8"
"37924","ENSMUSG00000048996.7","protein_coding","Olfr1366"
"37925","ENSMUSG00000054890.3","protein_coding","Olfr1535"
"37926","ENSMUSG00000046016.4","protein_coding","Olfr1364"
"37927","ENSMUSG00000051258.6","protein_coding","Olfr1362"
"37928","ENSMUSG00000036658.5","protein_coding","Olfr11"
"37929","ENSMUSG00000049737.3","protein_coding","Olfr1361"
"37930","ENSMUSG00000108534.3","protein_coding","Olfr1360"
"37931","ENSMUSG00000108674.3","protein_coding","Olfr1359"
"37932","ENSMUSG00000094338.2","protein_coding","H2bc13"
"37933","ENSMUSG00000071516.3","protein_coding","H2ac13"
"37934","ENSMUSG00002076515.1","miRNA","ENSMUSG00002076515"
"37935","ENSMUSG00000101355.2","protein_coding","H3c10"
"37936","ENSMUSG00002075904.1","miRNA","ENSMUSG00002075904"
"37937","ENSMUSG00000080076.5","unprocessed_pseudogene","H2ac14"
"37938","ENSMUSG00000114279.2","protein_coding","H2bc14"
"37939","ENSMUSG00000067455.6","protein_coding","H4c11"
"37940","ENSMUSG00000064288.5","protein_coding","H4c12"
"37941","ENSMUSG00000063021.4","protein_coding","H2ac15"
"37942","ENSMUSG00002075711.1","miRNA","ENSMUSG00002075711"
"37943","ENSMUSG00000095217.2","protein_coding","H2bc15"
"37944","ENSMUSG00000085331.2","lncRNA","Gm11274"
"37945","ENSMUSG00000058773.3","protein_coding","H1f5"
"37946","ENSMUSG00000101972.2","protein_coding","H3c11"
"37947","ENSMUSG00000069309.3","protein_coding","H2ac22"
"37948","ENSMUSG00002075444.1","miRNA","ENSMUSG00002075444"
"37949","ENSMUSG00000069308.8","protein_coding","H2bc22"
"37950","ENSMUSG00000069307.8","protein_coding","H2bc23"
"37951","ENSMUSG00000094248.2","protein_coding","H2ac23"
"37952","ENSMUSG00002075597.1","miRNA","ENSMUSG00002075597"
"37953","ENSMUSG00000069306.6","protein_coding","H4c17"
"37954","ENSMUSG00000069305.4","protein_coding","H4c18"
"37955","ENSMUSG00000094777.3","protein_coding","H2ac24"
"37956","ENSMUSG00002076367.1","miRNA","ENSMUSG00002076367"
"37957","ENSMUSG00000069303.8","protein_coding","H2bc24"
"37958","ENSMUSG00000080770.2","processed_pseudogene","Gm11278"
"37959","ENSMUSG00000088148.3","miRNA","Mir1983"
"37960","ENSMUSG00000081576.2","processed_pseudogene","Gm11279"
"37961","ENSMUSG00002076138.1","miRNA","ENSMUSG00002076138"
"37962","ENSMUSG00000085393.2","lncRNA","Gm11280"
"37963","ENSMUSG00000006720.17","protein_coding","Zfp184"
"37964","ENSMUSG00000078917.4","processed_pseudogene","Gm11281"
"37965","ENSMUSG00000081265.2","processed_pseudogene","Gm11282"
"37966","ENSMUSG00000016982.7","protein_coding","Pom121l2"
"37967","ENSMUSG00000006179.10","protein_coding","Prss16"
"37968","ENSMUSG00000085827.9","lncRNA","Gm11290"
"37969","ENSMUSG00000043145.8","lncRNA","Gm11292"
"37970","ENSMUSG00002076329.1","miRNA","ENSMUSG00002076329"
"37971","ENSMUSG00000069302.6","protein_coding","H2ac12"
"37972","ENSMUSG00000062727.5","protein_coding","H2bc12"
"37973","ENSMUSG00000060639.6","protein_coding","H4c9"
"37974","ENSMUSG00000069301.6","protein_coding","H2ac11"
"37975","ENSMUSG00002075113.1","miRNA","ENSMUSG00002075113"
"37976","ENSMUSG00000069300.4","protein_coding","H2bc11"
"37977","ENSMUSG00000114817.2","TEC","Gm48356"
"37978","ENSMUSG00000083873.2","unprocessed_pseudogene","Vmn1r-ps92"
"37979","ENSMUSG00000082869.2","unprocessed_pseudogene","Vmn1r-ps93"
"37980","ENSMUSG00000084072.2","unprocessed_pseudogene","Gm11285"
"37981","ENSMUSG00002075366.1","miRNA","ENSMUSG00002075366"
"37982","ENSMUSG00000069299.3","protein_coding","Vmn1r188"
"37983","ENSMUSG00000081334.2","transcribed_unprocessed_pseudogene","Vmn1r-ps94"
"37984","ENSMUSG00000099611.3","protein_coding","Vmn1r189"
"37985","ENSMUSG00000081469.2","unprocessed_pseudogene","Vmn1r-ps95"
"37986","ENSMUSG00000114620.3","unprocessed_pseudogene","Vmn1r-ps96"
"37987","ENSMUSG00000083167.2","unprocessed_pseudogene","Vmn1r-ps97"
"37988","ENSMUSG00000089973.4","unprocessed_pseudogene","Vmn1r190-ps"
"37989","ENSMUSG00000083319.2","processed_pseudogene","Gm11284"
"37990","ENSMUSG00000095916.3","protein_coding","Vmn1r191"
"37991","ENSMUSG00000083348.2","transcribed_unprocessed_pseudogene","Vmn1r-ps99"
"37992","ENSMUSG00000099787.4","protein_coding","Vmn1r192"
"37993","ENSMUSG00002076520.1","miRNA","ENSMUSG00002076520"
"37994","ENSMUSG00002075763.1","miRNA","ENSMUSG00002075763"
"37995","ENSMUSG00000046932.3","protein_coding","Vmn1r193"
"37996","ENSMUSG00000069297.2","protein_coding","Vmn1r194"
"37997","ENSMUSG00000069296.5","protein_coding","Vmn1r195"
"37998","ENSMUSG00000084038.3","processed_pseudogene","Gm11295"
"37999","ENSMUSG00000069295.3","protein_coding","Vmn1r196"
"38000","ENSMUSG00000082785.4","unprocessed_pseudogene","Vmn1r-ps100"
"38001","ENSMUSG00000069294.3","protein_coding","Vmn1r197"
"38002","ENSMUSG00000114499.2","processed_pseudogene","Gm48489"
"38003","ENSMUSG00000095125.3","protein_coding","Vmn1r198"
"38004","ENSMUSG00000114666.2","unprocessed_pseudogene","Vmn1r-ps101"
"38005","ENSMUSG00000069292.5","protein_coding","Vmn1r199"
"38006","ENSMUSG00000081080.2","transcribed_unprocessed_pseudogene","Vmn1r-ps102"
"38007","ENSMUSG00000101073.3","protein_coding","Vmn1r200"
"38008","ENSMUSG00000084924.4","unprocessed_pseudogene","Vmn1r-ps103"
"38009","ENSMUSG00000081283.2","unprocessed_pseudogene","Vmn1r-ps104"
"38010","ENSMUSG00000083940.4","processed_pseudogene","Gm11298"
"38011","ENSMUSG00000094898.3","protein_coding","Vmn1r201"
"38012","ENSMUSG00000081717.2","unprocessed_pseudogene","Vmn1r-ps106"
"38013","ENSMUSG00000080697.2","unprocessed_pseudogene","Vmn1r-ps107"
"38014","ENSMUSG00000081495.2","unprocessed_pseudogene","Vmn1r-ps108"
"38015","ENSMUSG00000094379.3","protein_coding","Vmn1r202"
"38016","ENSMUSG00000069289.3","protein_coding","Vmn1r203"
"38017","ENSMUSG00000087688.2","lncRNA","Gm11300"
"38018","ENSMUSG00000094637.3","protein_coding","Vmn1r204"
"38019","ENSMUSG00000100296.3","protein_coding","Vmn1r205"
"38020","ENSMUSG00000101578.3","protein_coding","Vmn1r206"
"38021","ENSMUSG00000081914.2","unprocessed_pseudogene","Vmn1r-ps109"
"38022","ENSMUSG00000083413.2","unprocessed_pseudogene","Vmn1r-ps110"
"38023","ENSMUSG00000082178.2","processed_pseudogene","Gm11307"
"38024","ENSMUSG00000083673.4","unprocessed_pseudogene","Vmn1r-ps111"
"38025","ENSMUSG00000085221.3","lncRNA","Gm11309"
"38026","ENSMUSG00000084136.5","protein_coding","Vmn1r207"
"38027","ENSMUSG00000082540.2","unprocessed_pseudogene","Vmn1r-ps112"
"38028","ENSMUSG00000081531.2","unprocessed_pseudogene","Vmn1r-ps113"
"38029","ENSMUSG00000080730.2","processed_pseudogene","Gm11313"
"38030","ENSMUSG00000071493.6","protein_coding","Vmn1r208"
"38031","ENSMUSG00000087643.2","lncRNA","Gm11314"
"38032","ENSMUSG00000071491.3","protein_coding","Vmn1r209"
"38033","ENSMUSG00000061296.3","protein_coding","Vmn1r210"
"38034","ENSMUSG00000083297.2","unprocessed_pseudogene","Vmn1r-ps114"
"38035","ENSMUSG00000063998.5","protein_coding","Vmn1r211"
"38036","ENSMUSG00000082037.2","unprocessed_pseudogene","Vmn1r-ps116"
"38037","ENSMUSG00000089615.3","snoRNA","Gm23774"
"38038","ENSMUSG00000071490.6","protein_coding","Vmn1r212"
"38039","ENSMUSG00000114527.3","unprocessed_pseudogene","Vmn1r-ps117"
"38040","ENSMUSG00000094264.3","unprocessed_pseudogene","Gm11320"
"38041","ENSMUSG00000082340.2","unprocessed_pseudogene","Gm11321"
"38042","ENSMUSG00000082268.2","unprocessed_pseudogene","Vmn1r-ps120"
"38043","ENSMUSG00000094485.2","unprocessed_pseudogene","Gm11322"
"38044","ENSMUSG00000081060.2","unprocessed_pseudogene","Gm11318"
"38045","ENSMUSG00000079064.3","unprocessed_pseudogene","Vmn1r-ps123"
"38046","ENSMUSG00000060024.3","protein_coding","Vmn1r213"
"38047","ENSMUSG00000082656.2","unprocessed_pseudogene","Vmn1r-ps125"
"38048","ENSMUSG00000061829.5","protein_coding","Vmn1r214"
"38049","ENSMUSG00000114394.2","processed_pseudogene","Gm19153"
"38050","ENSMUSG00000083124.2","unprocessed_pseudogene","Vmn1r-ps126"
"38051","ENSMUSG00000099917.3","protein_coding","Vmn1r215"
"38052","ENSMUSG00000115697.3","protein_coding","Vmn1r216"
"38053","ENSMUSG00000116057.2","protein_coding","Vmn1r216"
"38054","ENSMUSG00000080861.2","transcribed_processed_pseudogene","Gm11325"
"38055","ENSMUSG00000081912.2","transcribed_unprocessed_pseudogene","Vmn1r-ps127"
"38056","ENSMUSG00000115791.2","protein_coding","Vmn1r217"
"38057","ENSMUSG00000084315.3","unprocessed_pseudogene","Vmn1r-ps128"
"38058","ENSMUSG00000115020.2","protein_coding","Vmn1r218"
"38059","ENSMUSG00000061376.3","protein_coding","Vmn1r219"
"38060","ENSMUSG00000096099.3","protein_coding","Vmn1r220"
"38061","ENSMUSG00000114699.2","unprocessed_pseudogene","Vmn1r-ps131"
"38062","ENSMUSG00000080794.2","unprocessed_pseudogene","Vmn1r-ps132"
"38063","ENSMUSG00000082316.5","protein_coding","Vmn1r221"
"38064","ENSMUSG00000114811.2","unprocessed_pseudogene","Vmn1r-ps133"
"38065","ENSMUSG00000061022.6","protein_coding","Vmn1r222"
"38066","ENSMUSG00000069280.3","protein_coding","Vmn1r223"
"38067","ENSMUSG00000082593.2","unprocessed_pseudogene","Gm11331"
"38068","ENSMUSG00000084096.2","unprocessed_pseudogene","Vmn1r-ps135"
"38069","ENSMUSG00000085488.2","lncRNA","4930557F10Rik"
"38070","ENSMUSG00000085122.2","lncRNA","4933404K08Rik"
"38071","ENSMUSG00000080698.2","processed_pseudogene","Gm11333"
"38072","ENSMUSG00000087097.2","lncRNA","4930586N03Rik"
"38073","ENSMUSG00000046351.12","protein_coding","Zfp322a"
"38074","ENSMUSG00000083667.2","processed_pseudogene","Gm11334"
"38075","ENSMUSG00000036376.4","protein_coding","Abt1"
"38076","ENSMUSG00000085024.2","lncRNA","C230035I16Rik"
"38077","ENSMUSG00000113440.2","lncRNA","Gm46404"
"38078","ENSMUSG00000000706.17","protein_coding","Btn1a1"
"38079","ENSMUSG00000053216.16","protein_coding","Btn2a2"
"38080","ENSMUSG00002076655.1","miRNA","ENSMUSG00002076655"
"38081","ENSMUSG00000085016.2","lncRNA","Gm11335"
"38082","ENSMUSG00000060981.8","protein_coding","H4c8"
"38083","ENSMUSG00000061991.3","protein_coding","H2ac10"
"38084","ENSMUSG00002076445.1","miRNA","ENSMUSG00002076445"
"38085","ENSMUSG00000099517.3","protein_coding","H3c8"
"38086","ENSMUSG00000114456.2","protein_coding","H2bc9"
"38087","ENSMUSG00000100210.3","protein_coding","H3c7"
"38088","ENSMUSG00000069274.4","protein_coding","H4c6"
"38089","ENSMUSG00000052565.8","protein_coding","H1f3"
"38090","ENSMUSG00000069273.3","protein_coding","H3c6"
"38091","ENSMUSG00000069272.7","protein_coding","H2ac8"
"38092","ENSMUSG00002075675.1","miRNA","ENSMUSG00002075675"
"38093","ENSMUSG00000058385.9","protein_coding","H2bc8"
"38094","ENSMUSG00000069268.5","protein_coding","H2bc7"
"38095","ENSMUSG00000071478.7","protein_coding","H2ac7"
"38096","ENSMUSG00002076162.1","miRNA","ENSMUSG00002076162"
"38097","ENSMUSG00000099583.3","protein_coding","H3c4"
"38098","ENSMUSG00000061482.8","protein_coding","H4c4"
"38099","ENSMUSG00000047246.8","protein_coding","H2bc6"
"38100","ENSMUSG00000051627.4","protein_coding","H1f4"
"38101","ENSMUSG00000080741.4","transcribed_unprocessed_pseudogene","Gm11398"
"38102","ENSMUSG00000084753.3","snRNA","Gm22452"
"38103","ENSMUSG00000069270.7","protein_coding","H2ac6"
"38104","ENSMUSG00002075663.1","rRNA","5S_rRNA"
"38105","ENSMUSG00002076196.1","miRNA","ENSMUSG00002076196"
"38106","ENSMUSG00000018102.6","protein_coding","H2bc4"
"38107","ENSMUSG00000036211.5","protein_coding","H1f6"
"38108","ENSMUSG00000060678.6","protein_coding","H4c3"
"38109","ENSMUSG00000006611.16","protein_coding","Hfe"
"38110","ENSMUSG00000083206.2","unprocessed_pseudogene","Gm11338"
"38111","ENSMUSG00000036181.3","protein_coding","H1f2"
"38112","ENSMUSG00000069310.5","protein_coding","H3c3"
"38113","ENSMUSG00000080999.2","unprocessed_pseudogene","H2ac5-ps"
"38114","ENSMUSG00002076299.1","miRNA","ENSMUSG00002076299"
"38115","ENSMUSG00000075031.5","protein_coding","H2bc3"
"38116","ENSMUSG00000061615.3","protein_coding","H2ac4"
"38117","ENSMUSG00002076907.1","miRNA","ENSMUSG00002076907"
"38118","ENSMUSG00000069267.3","protein_coding","H3c2"
"38119","ENSMUSG00000075029.8","lncRNA","4930558J22Rik"
"38120","ENSMUSG00000069266.6","protein_coding","H4c2"
"38121","ENSMUSG00000060093.7","protein_coding","H4c1"
"38122","ENSMUSG00000069265.3","protein_coding","H3c1"
"38123","ENSMUSG00000049539.4","protein_coding","H1f1"
"38124","ENSMUSG00000064140.4","protein_coding","Trim38"
"38125","ENSMUSG00000087173.2","lncRNA","Gm11337"
"38126","ENSMUSG00000036110.15","protein_coding","Slc17a2"
"38127","ENSMUSG00000036083.16","protein_coding","Slc17a3"
"38128","ENSMUSG00000021335.14","protein_coding","Slc17a1"
"38129","ENSMUSG00000021336.18","protein_coding","Slc17a4"
"38130","ENSMUSG00000082558.2","processed_pseudogene","Snrp1c-ps2"
"38131","ENSMUSG00000050799.4","protein_coding","H2bc1"
"38132","ENSMUSG00000060081.2","protein_coding","H2ac1"
"38133","ENSMUSG00002075403.1","miRNA","ENSMUSG00002075403"
"38134","ENSMUSG00000021337.9","protein_coding","Scgn"
"38135","ENSMUSG00000087603.2","lncRNA","Gm11339"
"38136","ENSMUSG00000021338.18","protein_coding","Carmil1"
"38137","ENSMUSG00000081707.2","processed_pseudogene","Gm11343"
"38138","ENSMUSG00000083409.2","processed_pseudogene","Gm11340"
"38139","ENSMUSG00000089580.3","snoRNA","Gm23340"
"38140","ENSMUSG00000081909.2","processed_pseudogene","Gm11341"
"38141","ENSMUSG00000118631.2","lncRNA","Gm53019"
"38142","ENSMUSG00000016756.18","protein_coding","Cmah"
"38143","ENSMUSG00000084788.3","lncRNA","Gm11342"
"38144","ENSMUSG00000083165.2","processed_pseudogene","Gm11344"
"38145","ENSMUSG00000089413.3","snRNA","Gm22013"
"38146","ENSMUSG00000036006.21","protein_coding","Ripor2"
"38147","ENSMUSG00000085603.4","transcribed_processed_pseudogene","Gm11346"
"38148","ENSMUSG00000085861.2","protein_coding","Armh2"
"38149","ENSMUSG00000006715.12","protein_coding","Gmnn"
"38150","ENSMUSG00000019132.12","protein_coding","BC005537"
"38151","ENSMUSG00000064811.3","snoRNA","Gm22358"
"38152","ENSMUSG00000006717.8","protein_coding","Acot13"
"38153","ENSMUSG00000035958.4","protein_coding","Tdp2"
"38154","ENSMUSG00000006711.16","protein_coding","D130043K22Rik"
"38155","ENSMUSG00000086796.3","lncRNA","4932702P03Rik"
"38156","ENSMUSG00000035936.7","protein_coding","Aldh5a1"
"38157","ENSMUSG00000086448.2","lncRNA","9330162012Rik"
"38158","ENSMUSG00000021340.14","protein_coding","Gpld1"
"38159","ENSMUSG00000021339.5","protein_coding","Mrs2"
"38160","ENSMUSG00000114228.2","processed_pseudogene","Gm47605"
"38161","ENSMUSG00000035910.16","protein_coding","Dcdc2a"
"38162","ENSMUSG00000082667.2","processed_pseudogene","Gm11348"
"38163","ENSMUSG00000048978.15","protein_coding","Nrsn1"
"38164","ENSMUSG00000114427.2","TEC","F830002E08Rik"
"38165","ENSMUSG00000083919.2","processed_pseudogene","Tpi-rs8"
"38166","ENSMUSG00000080840.2","processed_pseudogene","Gm11349"
"38167","ENSMUSG00000082161.2","processed_pseudogene","Gm11350"
"38168","ENSMUSG00000086531.3","lncRNA","Gm11351"
"38169","ENSMUSG00000084358.2","processed_pseudogene","Gm11352"
"38170","ENSMUSG00000084811.3","lncRNA","1700092E19Rik"
"38171","ENSMUSG00000114660.2","TEC","Gm47881"
"38172","ENSMUSG00000060198.8","processed_pseudogene","Gm11353"
"38173","ENSMUSG00000114225.2","processed_pseudogene","Gm47883"
"38174","ENSMUSG00000045835.6","protein_coding","Hdgfl1"
"38175","ENSMUSG00000114342.2","lncRNA","4921520N01Rik"
"38176","ENSMUSG00000081653.2","processed_pseudogene","Gm11354"
"38177","ENSMUSG00000082236.2","processed_pseudogene","Gm11355"
"38178","ENSMUSG00000114646.2","lncRNA","Gm47888"
"38179","ENSMUSG00000021342.15","protein_coding","Prl"
"38180","ENSMUSG00000057170.7","protein_coding","Prl3d1"
"38181","ENSMUSG00000062737.14","protein_coding","Prl3d2"
"38182","ENSMUSG00000062201.5","protein_coding","Prl3d3"
"38183","ENSMUSG00000017922.15","protein_coding","Prl3c1"
"38184","ENSMUSG00000038891.4","protein_coding","Prl3b1"
"38185","ENSMUSG00000038883.4","protein_coding","Prl3a1"
"38186","ENSMUSG00000086698.2","lncRNA","4930511O05Rik"
"38187","ENSMUSG00000118612.2","processed_pseudogene","Gm53000"
"38188","ENSMUSG00000083096.3","processed_pseudogene","Gm11356"
"38189","ENSMUSG00000069259.11","protein_coding","Prl6a1"
"38190","ENSMUSG00000089749.2","processed_pseudogene","Gm11357"
"38191","ENSMUSG00000082306.3","unprocessed_pseudogene","Gm11358"
"38192","ENSMUSG00000018259.14","protein_coding","Prl8a2"
"38193","ENSMUSG00000069258.11","protein_coding","Prl2b1"
"38194","ENSMUSG00000021345.17","protein_coding","Prl8a6"
"38195","ENSMUSG00000021346.15","protein_coding","Prl8a8"
"38196","ENSMUSG00000006490.4","protein_coding","Prl8a9"
"38197","ENSMUSG00000019756.11","protein_coding","Prl8a1"
"38198","ENSMUSG00000021347.4","protein_coding","Prl7b1"
"38199","ENSMUSG00000006488.18","protein_coding","Prl7a1"
"38200","ENSMUSG00000046899.8","protein_coding","Prl7a2"
"38201","ENSMUSG00000083946.2","unprocessed_pseudogene","Gm11359"
"38202","ENSMUSG00000021348.4","protein_coding","Prl7d1"
"38203","ENSMUSG00000060738.5","protein_coding","Prl7c1"
"38204","ENSMUSG00000022886.6","protein_coding","Prl2a1"
"38205","ENSMUSG00000062551.14","protein_coding","Prl2c1"
"38206","ENSMUSG00002075635.1","snRNA","U6"
"38207","ENSMUSG00000113672.2","processed_pseudogene","Gm34165"
"38208","ENSMUSG00000113281.2","processed_pseudogene","Gm11360"
"38209","ENSMUSG00000113916.3","processed_pseudogene","Gm18881"
"38210","ENSMUSG00000005891.8","protein_coding","Prl4a1"
"38211","ENSMUSG00000114182.2","unprocessed_pseudogene","Gm47019"
"38212","ENSMUSG00000017064.5","protein_coding","Prl5a1"
"38213","ENSMUSG00000113061.2","protein_coding","Rps18-ps5"
"38214","ENSMUSG00000113418.2","unprocessed_pseudogene","Gm47172"
"38215","ENSMUSG00000113216.2","lncRNA","Gm40841"
"38216","ENSMUSG00000085936.8","lncRNA","2610307P16Rik"
"38217","ENSMUSG00000086785.2","processed_pseudogene","Gm6081"
"38218","ENSMUSG00000099158.3","miRNA","Mir6368"
"38219","ENSMUSG00000092093.2","pseudogene","Gm17528"
"38220","ENSMUSG00000082861.4","processed_pseudogene","Gm11362"
"38221","ENSMUSG00000113352.2","lncRNA","Gm34639"
"38222","ENSMUSG00000076431.5","protein_coding","Sox4"
"38223","ENSMUSG00000086363.8","lncRNA","A330102I10Rik"
"38224","ENSMUSG00000082730.3","processed_pseudogene","Gm11363"
"38225","ENSMUSG00000006191.18","protein_coding","Cdkal1"
"38226","ENSMUSG00000086423.2","lncRNA","Gm11364"
"38227","ENSMUSG00000016477.19","protein_coding","E2f3"
"38228","ENSMUSG00000086893.2","lncRNA","Gm11365"
"38229","ENSMUSG00000085188.2","lncRNA","Gm11368"
"38230","ENSMUSG00000113366.2","TEC","Gm47259"
"38231","ENSMUSG00000083676.3","processed_pseudogene","Gm11367"
"38232","ENSMUSG00000038732.16","protein_coding","Mboat1"
"38233","ENSMUSG00000084669.3","snRNA","Gm23206"
"38234","ENSMUSG00000082648.2","processed_pseudogene","Gm11366"
"38235","ENSMUSG00000049115.16","protein_coding","Agtr1a"
"38236","ENSMUSG00000113424.2","lncRNA","Gm48161"
"38237","ENSMUSG00000083882.2","processed_pseudogene","Gm11369"
"38238","ENSMUSG00000038462.4","protein_coding","Uqcrfs1"
"38239","ENSMUSG00000086263.2","lncRNA","4930519D14Rik"
"38240","ENSMUSG00000069255.14","protein_coding","Dusp22"
"38241","ENSMUSG00000081905.2","processed_pseudogene","Gm11370"
"38242","ENSMUSG00000021356.11","protein_coding","Irf4"
"38243","ENSMUSG00000113515.2","lncRNA","Gm29675"
"38244","ENSMUSG00000021357.15","protein_coding","Exoc2"
"38245","ENSMUSG00000076430.2","protein_coding","Hus1b"
"38246","ENSMUSG00000056257.4","TEC","Gm5447"
"38247","ENSMUSG00000082014.3","processed_pseudogene","Gm11371"
"38248","ENSMUSG00000114161.2","lncRNA","Gm48662"
"38249","ENSMUSG00000084175.2","processed_pseudogene","Gm11372"
"38250","ENSMUSG00000087460.3","lncRNA","4930401O12Rik"
"38251","ENSMUSG00000087662.3","lncRNA","Gm11373"
"38252","ENSMUSG00000085620.3","lncRNA","G630018N14Rik"
"38253","ENSMUSG00000088693.3","snoRNA","Gm22330"
"38254","ENSMUSG00000087140.3","lncRNA","Gm11376"
"38255","ENSMUSG00000089052.4","snoRNA","Gm23351"
"38256","ENSMUSG00000090863.2","protein_coding","A530084C06Rik"
"38257","ENSMUSG00000038415.11","protein_coding","Foxq1"
"38258","ENSMUSG00000087220.2","lncRNA","Gm11377"
"38259","ENSMUSG00000038408.15","lncRNA","1700018A04Rik"
"38260","ENSMUSG00000087276.2","lncRNA","Gm11378"
"38261","ENSMUSG00000038402.3","protein_coding","Foxf2"
"38262","ENSMUSG00002075827.1","miRNA","ENSMUSG00002075827"
"38263","ENSMUSG00000065843.3","snRNA","Gm25186"
"38264","ENSMUSG00000086144.3","lncRNA","Gm11379"
"38265","ENSMUSG00000050295.5","protein_coding","Foxc1"
"38266","ENSMUSG00000038372.15","protein_coding","Gmds"
"38267","ENSMUSG00000113119.2","TEC","Gm48883"
"38268","ENSMUSG00000083149.3","processed_pseudogene","Gm11380"
"38269","ENSMUSG00000113935.2","lncRNA","Gm35732"
"38270","ENSMUSG00000112944.2","TEC","Gm48885"
"38271","ENSMUSG00000113965.2","TEC","A730091E23Rik"
"38272","ENSMUSG00000085770.2","lncRNA","Gm11381"
"38273","ENSMUSG00000113449.2","lncRNA","Gm48073"
"38274","ENSMUSG00000118652.2","lncRNA","RP23-43L14.2"
"38275","ENSMUSG00000044951.18","protein_coding","Mylk4"
"38276","ENSMUSG00002074895.1","snRNA","U6"
